step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
10,2.500,-140.319443,0.036974,-140.282468,8.939,0.282308
20,5.000,-140.320404,0.077624,-140.242780,18.766,0.330376
30,7.500,-140.319824,0.107839,-140.211985,26.071,0.399188
40,10.000,-140.317032,0.113434,-140.203598,27.424,0.461507
50,12.500,-140.312454,0.122971,-140.189483,29.730,0.507393
60,15.000,-140.305679,0.147285,-140.158395,35.608,0.525984
70,17.500,-140.296249,0.156180,-140.140069,37.758,0.526324
80,20.000,-140.283600,0.151285,-140.132315,36.575,0.551535
90,22.500,-140.268784,0.154733,-140.114051,37.408,0.633877
100,25.000,-140.252289,0.184526,-140.067762,44.611,0.692279
110,27.500,-140.234360,0.187449,-140.046911,45.318,0.758882
120,30.000,-140.216187,0.189077,-140.027109,45.712,0.798603
130,32.500,-140.203445,0.195745,-140.007700,47.324,0.785228
140,35.000,-140.195068,0.229061,-139.966008,55.378,0.761770
150,37.500,-140.189957,0.238366,-139.951591,57.627,0.696646
