step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
200,50.000,-139.948975,0.562418,-139.386556,135.971,0.917089
400,100.000,-139.690781,0.857611,-138.833170,207.337,1.457048
600,150.000,-139.423935,1.031844,-138.392091,249.460,1.955183
800,200.000,-139.183578,1.029998,-138.153581,249.013,1.901820
1000,250.000,-139.406403,0.986046,-138.420356,238.387,1.217865
