step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-53.363415,0.000000,-53.363415,0.000,0.011569
10,2.500,-53.363365,0.010510,-53.352855,6.255,0.017293
20,5.000,-53.363007,0.023105,-53.339901,13.750,0.088434
30,7.500,-53.361717,0.029075,-53.332643,17.302,0.171886
40,10.000,-53.359741,0.035177,-53.324564,20.934,0.250143
50,12.500,-53.357170,0.030484,-53.326687,18.141,0.314775
60,15.000,-53.354118,0.029406,-53.324712,17.500,0.383614
70,17.500,-53.350151,0.047098,-53.303053,28.028,0.462691
80,20.000,-53.345158,0.064744,-53.280414,38.529,0.553535
90,22.500,-53.339924,0.070704,-53.269220,42.076,0.618317
100,25.000,-53.335732,0.069759,-53.265972,41.514,0.635001
110,27.500,-53.333637,0.067097,-53.266540,39.930,0.655127
120,30.000,-53.334637,0.056953,-53.277684,33.893,0.631384
130,32.500,-53.337013,0.095499,-53.241514,56.832,0.524951
140,35.000,-53.338493,0.115729,-53.222764,68.871,0.367774
150,37.500,-53.336937,0.124919,-53.212018,74.340,0.265135
