step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
10,2.500,-140.320328,0.027815,-140.292513,6.724,0.266347
20,5.000,-140.322922,0.059054,-140.263868,14.277,0.268802
30,7.500,-140.325317,0.118829,-140.206488,28.728,0.267607
40,10.000,-140.323456,0.142512,-140.180944,34.454,0.277798
50,12.500,-140.318619,0.152413,-140.166206,36.848,0.334313
60,15.000,-140.310730,0.160146,-140.150584,38.717,0.363694
70,17.500,-140.299088,0.160731,-140.138356,38.859,0.407840
80,20.000,-140.285538,0.189605,-140.095933,45.839,0.405582
90,22.500,-140.271347,0.189921,-140.081426,45.915,0.392468
100,25.000,-140.258621,0.185695,-140.072926,44.894,0.389309
110,27.500,-140.244217,0.207319,-140.036898,50.122,0.416913
120,30.000,-140.228516,0.216181,-140.012335,52.264,0.477997
130,32.500,-140.213028,0.216881,-139.996147,52.433,0.512868
140,35.000,-140.196030,0.243396,-139.952633,58.844,0.548467
150,37.500,-140.176254,0.234371,-139.941884,56.662,0.586797
