step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
200,50.000,-139.826782,0.546069,-139.280713,132.018,1.391923
400,100.000,-139.456665,0.759860,-138.696805,183.704,1.471248
600,150.000,-139.509674,0.972476,-138.537198,235.107,1.416039
800,200.000,-139.029297,1.066326,-137.962971,257.796,2.140355
1000,250.000,-139.186966,1.213373,-137.973593,293.346,1.665234
