step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-53.363415,0.000000,-53.363415,0.000,0.011570
200,50.000,-53.328392,0.280461,-53.047931,166.904,0.855152
400,100.000,-53.521641,0.434654,-53.086986,258.664,1.607343
600,150.000,-53.693638,0.669457,-53.024181,398.396,1.182033
800,200.000,-53.556080,0.416498,-53.139581,247.860,1.658393
1000,250.000,-53.515541,0.619525,-52.896016,368.682,1.097343
