step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
200,50.000,-139.997604,0.430945,-139.566659,104.186,1.005332
400,100.000,-139.685577,0.692491,-138.993086,167.417,1.592182
600,150.000,-139.766388,1.037909,-138.728479,250.926,1.277119
800,200.000,-139.164108,1.249661,-137.914448,302.119,1.609205
1000,250.000,-139.245209,1.053343,-138.191866,254.657,2.114610
