step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-53.363415,0.000000,-53.363415,0.000,0.011570
10,2.500,-53.363247,0.012824,-53.350423,7.632,0.041569
20,5.000,-53.362522,0.019615,-53.342907,11.673,0.117247
30,7.500,-53.361309,0.032389,-53.328920,19.275,0.181561
40,10.000,-53.359280,0.050191,-53.309088,29.869,0.253174
50,12.500,-53.356262,0.067065,-53.289198,39.910,0.314154
60,15.000,-53.352203,0.067310,-53.284893,40.056,0.350301
70,17.500,-53.348080,0.069167,-53.278913,41.161,0.404153
80,20.000,-53.343624,0.078181,-53.265444,46.526,0.475105
90,22.500,-53.339542,0.085918,-53.253625,51.130,0.498426
100,25.000,-53.336803,0.072969,-53.263834,43.424,0.466088
110,27.500,-53.334629,0.092158,-53.242471,54.843,0.443993
120,30.000,-53.332024,0.092104,-53.239920,54.811,0.378910
130,32.500,-53.330509,0.099380,-53.231129,59.141,0.309626
140,35.000,-53.331535,0.102722,-53.228814,61.130,0.317130
150,37.500,-53.333172,0.126452,-53.206720,75.252,0.322247
