step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268925
200,50.000,-139.901627,0.500262,-139.401365,120.944,1.166054
400,100.000,-139.641541,0.813282,-138.828259,196.620,0.989927
600,150.000,-139.295914,1.012274,-138.283639,244.728,1.706266
800,200.000,-139.165680,1.093278,-138.072402,264.312,1.784795
1000,250.000,-139.040237,1.169839,-137.870399,282.821,1.818438
