step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-140.318695,0.000000,-140.318695,0.000,0.268926
200,50.000,-140.063721,0.453465,-139.610255,109.630,0.996812
400,100.000,-139.751755,0.687861,-139.063894,166.298,2.050935
600,150.000,-139.479401,0.954858,-138.524543,230.847,1.424350
800,200.000,-139.238098,0.712662,-138.525436,172.294,1.596196
1000,250.000,-139.293365,1.094443,-138.198922,264.594,1.480942
