step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-315.206238,2.295025,-312.911213,317.056,0.124403
50,12.500,-314.163330,1.477604,-312.685726,204.130,2.894315
100,25.000,-313.853821,1.613515,-312.240306,222.906,2.605416
150,37.500,-314.105988,1.696101,-312.409886,234.315,2.723651
200,50.000,-313.984131,1.771059,-312.213072,244.670,2.619854
250,62.500,-313.862213,2.043328,-311.818885,282.284,2.684601
300,75.000,-313.585999,2.113144,-311.472854,291.929,3.077655
350,87.500,-313.488708,2.255196,-311.233513,311.553,2.311114
400,100.000,-313.620667,2.453966,-311.166701,339.013,3.821299
450,112.500,-313.640381,2.434802,-311.205579,336.366,2.429709
500,125.000,-313.375671,1.792155,-311.583516,247.585,4.112185
550,137.500,-313.759583,1.799220,-311.960362,248.561,3.785717
600,150.000,-313.695312,1.984794,-311.710518,274.197,4.027489
650,162.500,-313.940613,2.096421,-311.844192,289.619,2.988743
700,175.000,-314.167603,2.038945,-312.128658,281.678,3.383085
750,187.500,-314.020660,2.037527,-311.983133,281.483,3.001772
800,200.000,-313.859833,2.242147,-311.617685,309.751,2.535919
850,212.500,-313.460938,1.612910,-311.848027,222.822,3.139383
900,225.000,-313.582458,1.748033,-311.834426,241.489,2.274656
950,237.500,-313.766602,1.874256,-311.892346,258.927,2.458465
1000,250.000,-313.621857,1.981979,-311.639878,273.809,3.145511
