step,time_fs,epot_eV,ekin_eV,etot_eV,temp_K,max_force_eV_per_A
0,0.000,-53.363415,0.000000,-53.363415,0.000,0.011570
10,2.500,-53.363338,0.017614,-53.345725,10.482,0.024168
20,5.000,-53.362846,0.025770,-53.337077,15.336,0.065330
30,7.500,-53.361774,0.044458,-53.317316,26.457,0.139010
40,10.000,-53.360207,0.059116,-53.301090,35.180,0.202104
50,12.500,-53.358765,0.059715,-53.299049,35.537,0.256501
60,15.000,-53.355995,0.072613,-53.283382,43.212,0.355130
70,17.500,-53.352036,0.085792,-53.266243,51.055,0.450723
80,20.000,-53.348907,0.081656,-53.267251,48.594,0.470235
90,22.500,-53.347176,0.107406,-53.239770,63.918,0.424004
100,25.000,-53.346199,0.087586,-53.258613,52.123,0.350519
110,27.500,-53.345215,0.111565,-53.233650,66.393,0.296240
120,30.000,-53.343678,0.101900,-53.241777,60.641,0.327349
130,32.500,-53.340813,0.082999,-53.257813,49.393,0.393084
140,35.000,-53.337475,0.105462,-53.232013,62.761,0.461046
150,37.500,-53.333000,0.107837,-53.225164,64.174,0.567018
